Name,Price,positive_ratio,total_reviews,Achievements,Metacritic_score,platform_count,is_free,Average_playtime_forever,Peak_CCU,Hours_watched,Avg_viewers,Peak_viewers,Streamers,watch_per_stream_hour,streaming_popularity,community_engagement,success
ONE PIECE ODYSSEY,59.99,0.8556566970091027,769,51,80,1,0,160,7167,1137025,1530.0,28716,9273,17.589570248445284,13.943926639665595,48.74247723506191,0
KartRider: Drift,0.0,0.7274063188831741,1361,0,80,1,1,81,4239,4887710,1339.2,57266,42732,36.384215697951404,15.4022346536994,51.96445167369956,0
Dead Space,59.99,0.8744385862136301,5121,47,87,1,0,339,28122,12523911,3492.4,262354,74729,33.84392607465498,16.343150334894645,69.68531502694218,1
Forspoken,69.99,0.535924617196702,3396,53,80,1,0,301,6648,3353577,4513.0,103188,12135,41.9579991742465,15.025538393532784,68.41890633599657,0
Hi-Fi RUSH,29.99,0.9851912793089264,2431,61,80,1,0,125,5634,2675630,1889.5,54046,35274,21.538059052709535,14.799695798345546,58.821215525290974,1
SpongeBob SquarePants: The Cosmic Shake,39.99,0.9481065918653576,713,44,80,1,0,487,916,705515,1051.0,33320,3784,47.58312537937547,13.466684728968941,45.72314999183882,0
Undisputed,29.99,0.8168817579351239,2867,23,80,1,0,432,5128,1066525,1589.0,69575,5066,43.35819985364664,13.879917195405573,58.68715521721331,0
Don't Starve,9.99,0.9678024819544143,100163,0,79,3,0,1283,2939,809771,223.2,7199,9012,20.141553079295594,13.604508005543792,62.32302174158096,1
Hogwarts Legacy,59.99,0.9436952788491315,35521,45,84,1,0,661,872138,85225056,20956.833333333332,1249796,634790,16.864777324730603,18.260806044805854,104.2579852243592,1
Digimon World: Next Order,59.99,0.8739130434782608,230,45,80,1,0,0,0,153421,228.0,1587,1712,9.930161812297735,11.940947573538343,29.57258486619556,0
OCTOPATH TRAVELER II,59.99,0.9362637362637363,455,33,80,1,0,138,14953,1697379,1188.5,19933,7797,18.988466271395012,14.344596443721773,43.35513688094973,1
Like a Dragon: Ishin!,59.99,0.8443067389620449,1291,56,80,1,0,238,7820,3622015,2645.5,61259,9380,41.443715959540484,15.102541334864663,56.459015758520465,0
Atomic Heart,59.99,0.8741702459976571,10244,42,77,1,0,348,24362,11994176,5873.0,279332,110938,24.679933084905215,16.299931839980392,80.14007032117244,1
Sons Of The Forest,29.99,0.8389069264069264,36960,28,80,1,0,312,405191,40752336,7276.375,778126,236143,31.905312027808876,17.523023745699966,93.52819142879504,0
Kerbal Space Program 2,49.99,0.49682587666263606,6616,0,80,1,0,234,11386,630625,939.0,31086,2304,73.86097446708831,13.354468255817197,60.225925637449954,0
Company of Heroes 3,59.99,0.5957167011083975,5323,24,81,1,0,292,28658,2030502,1440.0,32682,3709,67.10850381729847,14.523794103576002,62.40299031745322,0
King Of The Castle,4.99,0.9215686274509803,153,68,80,1,0,5,243,638370,859.0,31179,1554,86.3362185555856,13.366674898020777,34.034348182353405,0
Wo Long: Fallen Dynasty,59.99,0.3807987443320544,11468,51,81,1,0,434,59368,9683478,6530.5,141387,67975,24.05671669229642,16.0859317955102,82.11125144174552,0
Contraband Police,17.59,0.9407979407979408,1554,59,80,1,0,175,7855,9781867,3325.5,108440,18374,138.7931978773518,16.09604102581742,59.59988068383026,1
Big Ambitions,20.69,0.9576271186440678,590,99,80,3,0,462,10880,1861327,2505.0,39750,2294,101.28017194471651,14.436800769422618,49.9469201611712,1
WWE 2K23,59.99,0.8401639344262295,488,63,80,1,0,468,5885,2270685,1543.0,96829,34068,11.162271107287697,14.635592546446736,45.46514112125606,0
Resident Evil 4,59.99,0.9670675047827275,21954,39,80,1,0,365,153726,78821745,2908.864864864865,327946,673525,18.774211873318556,18.182699481223924,79.7326991172713,1
Deceive Inc.,19.99,0.8964941569282137,599,36,80,1,0,183,938,3753633,1711.6666666666667,64460,14245,50.36000053665343,15.138234995371285,47.630302895267775,1
Smalland: Survive the Wilds,22.49,0.8259649122807018,1425,13,80,1,0,199,11894,1016397,1413.0,32057,5199,25.165816579181936,13.83177556269697,52.684399504228836,0
Sifu,35.99,0.936897458369851,1141,51,79,1,0,87,2196,7868018,11725.0,170196,37354,52.930177801397924,15.878316873333112,65.96675544016178,1
Crab Champions,8.49,0.9845528455284552,1230,56,80,1,0,0,2789,1660800,2309.0,31369,8423,44.46705400412327,14.322810574072985,55.11020351594579,1
DREDGE,24.99,0.9575757575757575,1980,40,80,1,0,182,10464,3998655,2759.5,51261,11465,62.048522748432745,15.201468862623518,60.14759040984338,1
ALTF42,3.99,0.6724137931034483,58,18,80,1,0,0,0,2213625,3078.0,45149,1337,493.561872909699,14.610142452958698,32.75224926609823,0
Last Year,0.0,0.5953071447403111,7586,0,80,1,1,991,71,2851354,1291.3333333333333,91727,6204,79.08564930382204,14.863304877856205,64.00637653255068,0
Meet Your Maker,29.99,0.8256285482562855,1233,43,80,1,0,490,2715,997977,1388.0,46203,8763,28.437254231492563,13.81348651096245,51.508380702735444,0
Amanda the Adventurer,8.09,0.9551282051282052,468,19,80,1,0,0,1062,2132777,1449.5,61038,7086,124.86253732217084,14.57293591327461,44.77431911342273,1
Bramble: The Mountain King,26.99,0.9735849056603774,265,30,80,1,0,273,431,1380570,1858.0,55764,4564,73.65004001066951,14.138007739670908,42.03140994371175,0
Evil Dead: The Game,19.79,0.690625,320,44,80,1,0,178,427,7322389,4947.0,111210,36018,33.30599221294325,15.806447335379318,49.09614175031629,0
Q REMASTERED,6.29,0.9833333333333333,60,48,80,1,0,0,258,1309076,894.5,65578,1631,300.5915040183697,14.084832866691412,27.943180919163826,0
Redfall,69.99,0.28328050713153724,2524,66,80,1,0,0,1419,2850843,3836.0,150694,34278,20.131792470817533,14.863125648754812,64.64963248114915,0
Age of Wonders 4,49.99,0.8383771929824562,4560,44,80,1,0,525,40019,1290974,1737.0,26948,2837,45.95685450856146,14.070908304807816,62.856847910555224,0
Mechabellum,11.99,0.9269406392694064,438,0,80,1,0,74,2210,4564243,1547.5,46962,3422,126.66841506396914,15.333763450410617,44.69090373444245,1
Voidtrain,26.99,0.6677768526228143,1201,0,80,1,0,189,3948,1486179,999.5,37414,3535,66.98120605732828,14.211719627475945,48.99156401761365,0
Starship Troopers: Extermination,24.99,0.927640872704442,6371,0,80,1,0,241,15652,1342848,1807.0,46585,7634,39.731581750399435,14.110304034336746,65.69730953923779,1
The Outlast Trials,29.99,0.9446478254502856,6829,0,80,1,0,276,32920,14227701,3207.5,130601,116732,28.969671610428325,16.47070146721489,71.28209629871033,1
Bread & Fred,13.49,0.9021739130434783,184,20,80,1,0,0,379,710696,956.0,74154,4517,79.32760352717938,13.474001457615701,35.831496016763786,0
Only Up!,8.49,0.704,125,0,80,1,0,0,0,48119900,22078.0,279318,127337,119.01115670082186,17.689206391712027,48.374340106268214,0
Halls of Torment,4.49,0.9546061415220294,749,200,80,2,0,165,0,1592846,2143.0,35258,4513,72.45148965203548,14.28103353908181,50.77879834236084,0
System Shock,39.99,0.9290375203915171,2452,46,80,1,0,573,3757,831546,1119.0,66173,1575,142.19322845417236,13.631043100371256,54.80003106464492,1
Killer Frequency,19.99,0.9385474860335196,179,27,80,1,0,0,0,740854,1030.0,30408,2857,60.02706206449522,13.515560203618628,36.03021194470112,0
Poly Bridge 3,17.99,0.9408284023668639,169,26,80,3,0,306,795,811375,1128.0,63852,704,339.9141181399246,13.606486850810747,36.09997692584927,0
Amnesia: The Bunker,24.99,0.9065606361829026,1509,42,80,1,0,0,1263,2604862,3622.0,86270,29829,33.564781527439536,14.772890640615815,59.98671538934415,1
Riders Republic,15.0,0.6755793226381461,561,0,80,1,0,32,2569,3582200,2410.0,138178,9223,105.77570424614657,15.091487973931315,49.30845034080039,0
BattleBit Remastered,14.99,0.8981446893288507,8031,0,80,1,0,206,40124,19828464,6753.25,108409,89166,42.3223922648396,16.8026290895321,79.2836487877327,1
Park Beyond,49.99,0.5462555066079295,227,33,79,1,0,0,0,1631900,1112.0,46307,1718,209.5672274303326,14.305256150901485,38.08585163602476,0
Layers of Fear,25.49,0.7798507462686567,268,52,80,2,0,0,411,3180051,442.0,41803,28801,37.482920792079206,14.972408106823922,34.09176413486928,0
Aliens: Dark Descent,39.99,0.8890328151986183,2316,45,80,1,0,0,8223,1469764,2044.0,34500,3103,64.41530437831442,14.200613082029738,59.064407420673234,1
Granny,4.99,0.9001416430594901,1412,0,80,1,0,0,23,1430482,973.5,121398,1000,511.4343939935645,14.173522707445029,49.917835674056995,1
Jagged Alliance 3,44.99,0.8110552763819096,995,50,80,1,0,571,20945,1512792,2036.0,23812,1295,87.14239631336406,14.229468169134293,52.601261802172736,0
Exoprimal,59.99,0.6958041958041958,572,40,80,1,0,198,2768,1375580,1851.0,54555,28411,10.813458061473154,14.134386745290163,47.7842001380884,0
Viewfinder,24.99,0.9235772357723577,1230,46,83,1,0,0,611,1212150,1631.0,47014,3449,100.77735284336548,14.00790702530977,52.63795663952457,1
Punch Club 2: Fast Forward,19.99,0.8352941176470589,425,66,80,1,0,0,5138,1495258,2012.0,36440,994,215.42400230514335,14.217809993949047,46.05842942547233,0
My Friendly Neighborhood,26.99,0.9681742043551089,597,41,80,1,0,0,650,1030633,1387.0,24016,2686,80.60636633818238,13.845684704823062,46.261587639432584,0
Ratchet & Clank: Rift Apart,59.99,0.8450238707308116,2723,47,80,1,0,22,7552,4702938,6540.0,135505,14327,34.35032977627802,15.36369819039867,69.4947773240703,0
Remnant II,49.99,0.79669152309934,11667,50,80,1,0,680,108679,14639441,6577.666666666667,101078,75627,23.302862827808507,16.499229951016954,82.32974594864778,0
Only Climb: Better Together,4.24,0.4559386973180077,261,2,80,1,0,0,144,2475021,1122.0,58685,3858,230.0846890396951,14.721759842834311,39.110709571360594,0
Grand Theft Auto: Vice City,0.0,0.9262209407100378,27745,0,94,1,1,496,205,625660,420.5,185209,1187,111.22844444444445,13.34656396985366,61.833395224876824,1
NBA 2K19,0.0,0.39090829464833143,22834,50,76,1,1,6793,268,35219139,3223.0666666666666,47830,433425,12.169881812423743,17.37710024278986,81.0752118761126,0
The Texas Chain Saw Massacre,39.99,0.8267191038016923,8391,51,80,1,0,611,9743,37154302,4595.363636363636,203722,314531,22.71175849957149,17.430590150145967,76.19263051896294,0
Rules Of Survival,0.0,0.6123322310834468,5141,0,80,1,1,921,0,426670,286.5,28482,7790,10.228705679284635,12.963768503426115,48.37626679720058,0
Life is Feudal: MMO,0.0,0.4295527400396886,6551,0,80,1,1,837,2,1072596,484.6666666666667,5606,2163,30.72724668404618,13.88559336858504,54.35543763008017,0
Grand Theft Auto III,0.0,0.8648609290811126,13734,0,93,1,1,590,48,216252,291.0,142392,222,193.42754919499106,12.28420429753027,54.08642195308302,1
NBA 2K17,0.0,0.5342992981661762,8834,49,90,1,1,8381,88,26928096,2849.153846153846,42215,360377,12.541735073558076,17.10868079760469,72.28408500777607,0
NBA 2K20,0.0,0.5000410542737499,60895,50,74,1,1,9237,578,68764624,6714.071428571428,91296,536093,13.180399862914658,18.046199999160443,97.08233251402957,0
Rend,0.0,0.535031847133758,1570,0,80,1,1,1171,1,1341713,902.5,28877,2903,52.55642602530455,14.10945845904749,50.09056876881495,0
WWE 2K18,0.0,0.5349698934691987,2159,52,64,1,1,110,11,786144,365.3333333333333,45898,10753,11.684834792431516,13.574896532768802,45.326602435810734,0
WWE 2K17,0.0,0.6434017595307918,1705,59,61,1,1,1620,9,1318507,372.2,36357,19341,11.450541911279396,14.09201135225802,44.071823510943446,0
Hide Or Die,0.0,0.5644847699287103,1543,20,80,1,1,42,0,289859,390.0,25733,1301,48.109377593360996,12.577153326776507,43.823037166749465,0
WWE 2K19,0.0,0.7417538213998391,3729,47,80,1,1,14086,36,690243,928.0,33453,4693,19.73024811342328,13.444800437251905,56.20482773115232,0
Atlas Fallen,49.99,0.6399026763990268,1233,36,80,1,0,0,270,1026626,1381.0,69683,4134,39.79479029382123,13.841789229171608,51.472418075943544,0
MISTOVER,0.0,0.5167669819432502,1163,77,80,1,1,0,0,356455,479.0,6282,865,50.38233215547703,12.783966089059458,43.584569212406485,0
Grand Theft Auto: San Andreas,0.0,0.9185652206676547,79622,0,93,1,1,1531,632,30545337,709.3220338983051,130601,240618,27.686510939880733,17.23472262964564,74.09451516716321,1
WWE 2K20,0.0,0.4266847273958686,5906,51,43,1,1,692,22,296891,399.0,18023,1575,27.04171600327899,12.601123715289466,52.029239241087446,0
Warlander,0.0,0.5211267605633803,71,40,64,1,1,0,0,2168151,1533.0,48352,9598,40.01016792766193,14.58938574978514,31.372057312010895,0
Madden NFL 24,69.99,0.30154071900220103,1363,21,80,1,0,0,3417,31483160,3593.6666666666665,223439,1201114,4.988759779039773,17.264963389433042,59.096704650619046,0
F1 2016,0.0,0.856150571364553,4463,49,86,2,1,3098,19,245875,167.5,35111,3866,29.48848644758935,12.41258262279036,43.08574523839462,1
Dragon Age: Origins,0.0,0.917616629945397,10439,0,91,1,1,2600,34,650753,905.0,17578,1218,69.76340051457976,13.385886969591667,63.00676337105468,1
JUMP FORCE,0.0,0.7367814052519518,22544,50,60,1,1,1125,71,1660682,2474.0,68421,18487,24.366253393001248,14.322739521495253,78.32177741833374,0
HEX: Shards of Fate,0.0,0.6293746414228342,1743,0,87,2,1,1198,0,476155,217.66666666666666,14781,636,54.592409997706945,13.07350081061389,40.212320459561546,0
Vainglory,0.0,0.6521426861383768,4177,0,80,2,1,11151,0,8092478,480.9130434782609,43162,13542,48.55710162667483,15.906445669783803,51.50764805143709,0
Duelyst,0.0,0.8247961530420238,4783,10,82,2,1,655,0,2335122,355.44444444444446,22997,4735,66.04225352112677,14.663575124357298,49.78904928733792,0
Battleborn,0.0,0.6186248193268635,9686,60,69,1,1,426,0,1898114,862.3333333333334,32021,24108,16.605114207980122,14.456371846411342,62.05428158261942,0
Prime World,0.0,0.5818229577094826,3807,0,65,1,1,26104,2,2944346,212.73684210526315,2216,5082,26.696158344742546,14.895397618732979,44.23157274238703,0
Dungeon Hunter Champions,0.0,0.5977229601518027,527,106,80,1,1,1,2,202910,273.0,21603,369,38.81959058733499,12.220522738242858,35.189240551724616,0
Sunkenland,19.99,0.7279815189142362,3463,0,80,1,0,88,17944,1290675,1795.0,27678,7169,23.11008254400258,14.070676670089307,61.071878902829255,0
Wayfinder,19.99,0.45195296661711043,14798,47,80,1,0,914,6080,2271936,3057.0,64643,5903,49.08897627587399,14.636143329565487,77.06353549713467,0
Sea of Stars,31.49,0.8799414348462665,1366,42,88,1,0,837,6018,1706666,1171.5,30329,21833,11.500987243333581,14.350052903660062,51.02561293662819,1
Thief Simulator 2,19.99,0.9144654088050315,2385,50,80,1,0,480,358,1093881,1472.0,43612,2320,104.60753562207134,13.905243395086313,56.736379203296316,1
Forza Motorsport,69.99,0.39431616341030196,4504,57,80,1,0,560,847,1455665,1959.0,37587,33277,9.277424412379544,14.190974085819176,63.77599620462004,0
ARK: Survival Ascended,44.99,0.5911189846949148,34433,32,80,1,0,3308,39814,25434404,2908.3333333333335,129337,129411,18.868966110735645,17.05161334300293,83.32032369768655,0
Lies of P,59.99,0.9238999059940015,22339,42,80,2,0,1114,3674,39717108,4976.272727272727,231815,254275,21.668455044502128,17.497292610000887,85.24669198367522,1
I'm on Observation Duty 6,11.99,0.9151943462897526,283,26,80,3,0,638,22,581068,808.0,24948,1249,122.84735729386892,13.272624789539863,37.82439558637112,0
For The King II,24.99,0.701274822260358,8158,67,76,1,0,690,2030,1494285,2078.0,28973,3686,53.6297240067473,14.217159058750308,68.80931758129059,0
Lords of the Fallen,59.99,0.6214724646757211,25549,63,80,1,0,1745,2542,11304812,15215.0,184812,26458,47.541957894913914,16.240739122204015,97.7300637962875,0
Starfield,69.99,0.6688907957944712,124693,50,80,1,0,2629,16006,38906695,17961.333333333332,552031,207867,20.06298124820805,17.476676927451464,114.94290050503571,0
Party Animals,19.99,0.7258703481392557,33320,93,80,1,0,455,2701,30202806,4152.1,325006,199564,48.09471230250356,17.223445425045657,86.7649158932923,0
Saints Row,29.99,0.645927138763815,2443,64,80,1,0,1876,281,2657146,3576.0,106609,19290,26.23253563953718,14.792763548766686,63.83316613805218,0
Like a Dragon Gaiden: The Man Who Erased His Name,49.99,0.9753041583439259,5507,62,80,1,0,1888,1053,2637035,3667.0,68897,9743,28.406530075835917,14.78516611711937,70.69820532414579,1
RoboCop: Rogue City,49.99,0.9423459244532804,6539,27,75,1,0,361,605,1298060,1805.0,29966,5778,32.45068873278168,14.076382170519429,65.88276316372523,1
Pumping Simulator 2,17.99,0.9513888888888888,576,52,80,1,0,0,469,872943,1214.0,25101,402,356.59436274509807,13.67962668614341,45.15657060199061,0
Gym Simulator 24,10.99,0.9368770764119602,602,7,80,1,0,0,222,608273,818.0,35062,407,617.5360406091371,13.31838071732727,42.9445988535109,0
Death Must Die,6.99,0.9199096158674366,3983,32,80,2,0,660,5326,1751325,1203.0,37884,4772,80.42824339839265,14.375883773264869,58.804619566763016,1
Dead Signal,9.99,0.9133448873483535,577,18,80,1,0,132,14,3739658,1704.0,68636,2397,381.51989389920425,15.134504988763299,47.323626698867116,0
The Invincible,29.99,0.9125295508274232,1692,29,80,1,0,374,128,722523,1004.0,32128,1475,103.18808911739502,13.490505916410099,51.39110934403923,1
Risk of Rain Returns,14.99,0.9055352143010984,23215,155,80,1,0,435,6000,1412967,1965.0,26492,6639,43.90959942819851,14.161203014559549,76.23644564856565,1
Ratopia,19.99,0.8881535407015222,1511,30,80,2,0,167,1918,1273961,1771.0,30113,1258,74.12783661119516,14.057642287353861,54.76149568305147,1
Mortal Kombat 1,69.99,0.7383908548925231,18283,50,82,1,0,845,3783,22286199,2551.75,150301,239178,21.086563325830195,16.91947821079279,76.98839553505755,0
Lethal Company,9.99,0.9879661761672899,111519,0,80,1,0,472,169110,81894857,10160.09090909091,190455,869091,20.882281304288735,18.220946762969522,107.22792749427563,1
The Guest,4.99,0.9137931034482759,58,0,80,1,0,0,4,99303,133.0,34720,177,239.2843373493976,11.505941131195783,19.97112517855154,0
Nickelodeon All-Star Brawl 2,49.99,0.8533519553072626,716,28,80,1,0,0,70,702226,976.0,19945,1929,62.243042013827335,13.462011992561143,45.26602186077706,0
DON'T SCREAM,9.99,0.6570904645476773,3272,0,80,1,0,19,50,2733733,1866.5,89607,24740,91.80994760881246,14.821178998189641,60.962838452411674,0
Fae Farm,39.99,0.8250392875851231,1909,43,80,1,0,0,482,1560289,2170.0,32546,5217,40.614545643855585,14.26038225938483,58.043548673626276,0
NBA 2K24,26.99,0.156155691402925,12923,50,80,1,0,694,8069,52554603,6007.666666666667,195102,1232202,6.136318370317906,17.777363263247832,82.37059020267706,0
Headbangers: Rhythm Royale,19.99,0.7969639468690702,527,26,80,1,0,681,99,778236,1082.0,62576,6842,66.45341986166852,13.564786384020426,43.80524913990766,0
Hans,4.99,0.9359190556492412,593,23,80,1,0,0,11,718972,999.0,29993,401,578.8824476650564,13.485579083842312,44.11899933454915,0
Cities: Skylines II,49.99,0.6075063613231552,39300,38,80,1,0,1353,15375,8244165,5615.0,93789,16979,72.08580347306018,15.925016356646143,91.3325188139048,0
Football Manager 2024,59.99,0.8741088180112571,5330,100,80,2,0,5105,67697,6804850,1557.6666666666667,30866,14811,41.042273568916954,15.733146298163037,63.086121982227105,1
Deceit 2,9.99,0.6432212028542303,981,10,80,1,0,0,28,575900,800.0,43348,987,186.43573972159274,13.263691049905828,46.06284946978873,0
Only Up!,4.99,0.09271523178807947,151,0,80,1,0,0,3,48119900,22078.0,279318,127337,119.01115670082186,17.689206391712027,50.250773144418346,0
Stronghold: Definitive Edition,14.99,0.8751677852348994,5215,26,82,1,0,1072,1894,695505,967.0,24219,1603,73.96628735509944,13.452394917195555,58.84845351011329,1
PAYDAY 3,39.99,0.42447464397360196,46064,22,80,1,0,1266,3532,7125301,2446.0,89892,80985,25.588514564187648,15.779162669185641,83.78302029250392,0
The Front,19.99,0.721072226358898,6715,0,80,1,0,4866,5414,1840229,2476.0,53710,3122,47.69656834793427,14.42540112177332,68.8659860341201,0
Hollow Cocoon,13.49,0.8680555555555556,144,11,80,1,0,0,652,806573,1085.0,31803,1633,115.58799082831757,13.600550926832945,34.78864539418266,1
"Warhammer 40,000: Rogue Trader",49.99,0.8514238547255468,2423,65,80,2,0,631,43342,1594318,2145.0,36965,2684,46.905501618122976,14.281957243780381,59.784253154639025,1
The Day Before,39.99,0.1993971449695729,17583,0,80,1,0,91,6882,4865016,6547.0,496288,8162,120.50769116444972,15.397580767943516,85.88985001913353,0
House Flipper 2,35.99,0.8343982960596379,1878,36,80,1,0,0,14516,2763606,3719.0,109794,6091,87.0728756419547,14.832047268521634,61.977577931756805,0
Granblue Fantasy Versus: Rising,49.99,0.8063555114200596,1007,48,80,1,0,0,5934,2479499,1668.0,15622,11322,31.410714738148926,14.723567484911326,51.314529146441735,0
Palworld,26.99,0.9260697590794679,13905,10,80,1,0,268,1284268,80554194,15712.57142857143,434200,447638,21.570032951831845,18.204440745684924,92.17888283066277,1
TEKKEN 8,69.99,0.8200577796120512,2423,47,93,1,0,0,34654,47161005,5909.909090909091,181421,184560,35.15186309848573,17.66907796504291,67.68025062755687,0
Like a Dragon: Infinite Wealth,69.99,0.899103139013453,1338,74,80,1,0,0,39071,8128798,2808.75,76403,17547,26.424975131494257,15.910923746134413,57.17157148199582,1
Enshrouded,26.99,0.8353289385174223,7433,37,80,1,0,0,89612,16561044,5701.0,221930,58210,32.831528968627644,16.622563808795157,77.09181085291198,0
Persona 3 Reload,69.99,0.9721076885762794,4123,48,80,1,0,0,0,5412357,3837.0,46256,40920,10.619523565664236,15.504195415382904,68.70030741487466,1
Granblue Fantasy: Relink,59.99,0.7898011467610101,8197,54,80,1,0,0,86915,3692217,5312.0,43307,17005,16.262120998572964,15.121737919448915,77.3011014205273,0
Suicide Squad: Kill the Justice League,69.99,0.8679706601466992,2454,50,80,1,0,0,11915,4873220,3401.0,154051,28780,27.737763889600373,15.399265672736533,63.478359878821735,1
Goat Simulator 3,19.49,0.9741176470588235,425,39,80,1,0,0,1630,755977,1051.0,39669,3085,83.05614150736102,13.53576755420914,42.129503741366214,0
Deep Rock Galactic: Survivor,8.99,0.8328087391223847,5401,19,80,1,0,165,52144,6089652,4298.5,86607,13761,83.96856169766832,15.622101659409203,71.90397539985662,0
Supermarket Simulator,10.39,0.9548611111111112,864,3,80,1,0,0,11267,29571935,6725.166666666667,141166,137494,47.668299028481435,17.202336361447397,59.60507935989115,1
Balatro,14.99,0.9825479930191972,6876,31,88,1,0,0,31708,7758811,2687.0,38037,27308,58.61457278839616,15.864339787656,69.77344842180338,1
Pacific Drive,26.99,0.8006230529595015,2247,49,80,1,0,0,18275,4155178,2924.0,79502,15376,45.894805438660434,15.239866065969494,61.59611559506078,0
Nightingale,26.99,0.5951734539969834,6630,15,80,1,0,0,36167,6809487,4864.0,264811,14298,53.725882677817665,15.733827491745673,74.7062811923408,0
A Difficult Game About Climbing,9.99,0.8855656697009102,1538,2,80,1,0,140,1012,7266287,9779.0,192402,9430,224.15742226061204,15.798756127641687,67.43039962897967,1
Backpack Battles,11.69,0.9570683111954459,4216,0,80,2,0,333,35926,19417887,5294.2,70297,19639,129.74060414119344,16.781705261051325,71.57078382691753,1
WWE 2K24,59.99,0.6270270270270271,1665,62,80,1,0,1865,5080,2200167,1495.5,47347,39049,9.258130756963059,14.604044279049354,54.23346191389694,0
Hospital 666,7.99,0.684931506849315,219,16,80,1,0,0,335,1009011,1358.0,79432,1612,235.86044880785414,13.824482192228356,38.91234974144631,0
